model,seed,run_role,source_run,config_id,question_id,area,level,temperature,top_p,repeat_penalty,max_tokens,top_k_rag,eval_mode,t_rag_s,t_gen_s,t_eval_s,t_total_s,overall_score,grounding_score,relevance_score,level_score,passed,is_fallback,fallback_correct,tokens_generated,tokens_per_sec,kw_score,chunks_retrieved,prompt_chars,timestamp,response_sha256,context_sha256
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,3.872,49.633,0.18,53.684,0.766,0.801,0.799,0.627,True,False,,122,2.46,0.5,5,8004,2026-09-02T18:12:36.689257,29dc3c53e691796eebd4cdbfcab1ba3b2d782193ee732ce6e82f27a16151be72,8eb8f9c3afd70e702465f35d00d39212ea1427bc412d158ea763677806105888
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,3.456,46.58,0.191,50.228,0.736,0.836,0.855,0.3,True,False,,96,2.06,0.167,5,8161,2026-09-02T18:13:26.919154,bb80b5b2a389c96c8c5026de5dcc0f1a88008f85286aa9af200ad7e74cd13f2d,2bea65bd6881412ae359b0cb97ec4b8ae56f0ffa4087ffca5b1b55905854eb44
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,3.86,72.683,0.186,76.73,0.874,0.872,0.841,0.945,True,False,,320,4.4,0.167,5,8773,2026-09-02T18:14:43.649562,f74f96977253fa60274ed7e45ed42aac4b3f51df72356e2f277086edccabafcd,a8d739bdc231e17287857234ef759351f381c6a90964f7b15818800af793f2d6
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,3.179,88.901,0.171,92.251,0.87,0.851,0.823,1.0,True,False,,478,5.38,0.167,5,8667,2026-09-02T18:16:15.900114,2ee213332680a83119d98047509f90a8f97bc4ce67e16b4c281dd5ddd8459d99,71cf00ea40bd402183151004acf49afe0a17b34058b1be18b7c5123b68664b16
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,3.803,64.052,0.19,68.045,0.814,0.841,0.826,0.736,True,False,,257,4.01,0.0,5,8467,2026-09-02T18:17:23.946885,752540a672c6b8f5c11496b1565db981a65468450e9b4a9004d8c413c5b92a1e,72bbcd3b95c2214fd24fe3b81ec2c039102e5255497b4dd29ddba4d34f489cd9
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,3.189,51.389,0.181,54.759,0.826,0.777,0.788,1.0,True,False,,96,1.87,0.167,5,8141,2026-09-02T18:18:18.706227,3824c8d7e71615a2141273694632ae9a858cddffaa2178a229c0b7df4400920f,db02300968aaefe30fc08ae1c94400e679d93c12085f0e459813755b2efd3262
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,3.183,38.321,0.173,41.677,0.767,0.819,0.852,0.493,True,False,,100,2.61,0.167,5,6115,2026-09-02T18:19:00.381674,e7a881fa1df4b69f52f80b763dae0ae5f925860e32319cb5c0be82a7c3005a06,14f60baa5b9db9108c4a882a32eb9f85182828f56e29b60e5598258e8e87a8f2
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,3.041,35.12,0.0,38.161,0.8,1.0,0.0,,True,True,True,84,2.39,,5,5883,2026-09-02T18:19:38.536550,eef48763e0e7b4b2f539923a8c373ee8ecf7c1ef6e0b37459272a0d604dd8804,6f7f00bedb67844780bdca3a9c6544b8b734543a569b40380bf9456eb653251e
Phi-4-mini,42_repeat,determinism_control,benchmark_20260902_182028.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,3.131,46.267,0.183,49.58,0.73,0.679,0.646,1.0,True,False,False,81,1.75,,5,8738,2026-09-02T18:20:28.125633,28cbe0d90cc6efb804cbbe781bc3f7ba76c1b57032ef68a9f1efe50a9b97409e,cbf3d7cd13224b4d957cddf97ffb20cc2ffbd6c259d7fd50110bcf9ad08f7c30
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,G1,grammar,basic,0.3,0.9,1.1,512,5,full,6.521,59.214,0.209,65.943,0.781,0.744,0.708,1.0,True,False,,234,3.95,0.167,5,7867,2026-09-02T14:32:13.640428,a464b4079ee08f6409a6ea0045bf291b2acfdb2e6b01b344e1037fa8bb639604,6558e4b1033d3082c3e7bd837ba5609fc844803aff0bea5faa0a0e0d5e330be1
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,G2,grammar,intermediate,0.3,0.9,1.1,512,5,full,4.218,45.833,0.211,50.261,0.653,0.732,0.803,0.193,True,False,,51,1.11,0.0,5,8367,2026-09-02T14:33:03.904652,3a36e2689c114de7658279d5c15c2731d874b913eda4c46434eccce63e116a27,be37d7433056c434ee331314f156210b3647211aa264c2581455f5786ef07620
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,G3,grammar,advanced,0.3,0.9,1.1,512,5,full,4.505,66.155,0.218,70.878,0.859,0.898,0.858,0.784,True,False,,280,4.23,0.167,5,7835,2026-09-02T14:34:14.780893,e9cb61071327b779970aa6dfaf5f795182ca0857e14feb5e406c680d98146ce0,3c1458ee639d58a4407c8e028943140d412d914d784e2e79a4aa096916d23b98
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,G4,grammar,intermediate,0.3,0.9,1.1,512,5,full,6.428,75.913,0.205,82.547,0.859,0.867,0.781,1.0,True,False,,374,4.93,0.167,5,7834,2026-09-02T14:35:37.330532,e4a2f07338cac726cca48b8a5129815a5f19a40406f6a60baa3658a927a6cced,b903c3528231f859dda213bd115dba585b0d28541ee7d849aadbcaf35805860c
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,V1,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,3.91,40.523,0.0,44.433,0.8,1.0,0.0,,True,True,,52,1.28,0.167,5,7911,2026-09-02T14:36:21.762622,da3234581b70bfe6d3c4b11b14d0bf5b3d38ce444fa7b6a2cf62a4cc749d6180,eb09c567043cfc3cd7490f038853cd3288efb73aa8ead89112dd1f0687269bca
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,6.324,93.342,0.212,99.877,0.839,0.799,0.799,1.0,True,False,,512,5.49,0.0,5,8004,2026-09-02T14:38:01.642639,9cc7ac048170d9313e6ee4156b95d4a01dd32462528dc30933f7ea26a7250f17,1084c04e87c606f08771b31d35795751142fc36a23d0f9cb0090ecb888ea20ee
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,6.346,46.764,0.21,53.321,0.735,0.869,0.855,0.228,True,False,,81,1.73,0.167,5,8161,2026-09-02T14:38:54.960777,79c13fd81e68a60ab25730a4ef85cfe1ac6c7bf75954996d7b14810d0bdfc24c,81d4eab288d7e3c8778423890d162b19483320e3248d56ceeb22e2d9071e5e36
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,4.164,98.187,0.199,102.549,0.814,0.905,0.841,0.58,True,False,,426,4.34,0.333,5,8773,2026-09-02T14:40:37.513539,051f53140d742ab71abe799a940e96c878523dd878c523e2401ba0d3c04ce4c3,546cb10a15802df05466bf653a0d34d6bdafb06db477ee43f904fe6f143cd3d1
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,6.083,62.434,0.2,68.717,0.87,0.853,0.823,1.0,True,False,,252,4.04,0.167,5,8667,2026-09-02T14:41:46.229269,12c6a6a678b29a55db01405dc4fd413eca86916af1f9c20ade470fc4bd458d66,38dfd3d535b22a7eb54703abe2356605164462864a5e94478be37c4b579fac56
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,6.675,88.194,0.197,95.066,0.856,0.814,0.826,1.0,True,False,,512,5.81,0.5,5,8467,2026-09-02T14:43:21.298238,fa3287efb1770b199209197386b059d3c4b573b24983ecd20423ee0fcbb4cd7c,1c6ed8d14fc48053135deb1026e493ef9d71a3ea763ac4bc239f0f4bfae489c4
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,6.04,41.194,0.219,47.453,0.806,0.728,0.788,1.0,True,False,,49,1.19,0.0,5,8218,2026-09-02T14:44:08.751451,339869ec18529cb23900eeff76de88bd7f72484731d527df0f063f6fddf59b64,76b57b9165369109070e4f5b4099fd99637a89fd31850415a3dbd435a832c2cc
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,4.95,45.544,0.197,50.691,0.842,0.814,0.852,0.88,True,False,,216,4.74,0.333,5,6115,2026-09-02T14:44:59.443195,e259ae09a91b3f6c97b1ca43517eb02695e86c39a32eafeb0628873d2b34e19f,a855b0c800c5a29777cffd7c8fe3b6d895adfe01fa796ba9d9d9810819e58b08
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,7.849,27.38,0.0,35.229,0.8,1.0,0.0,,True,True,True,25,0.91,,5,5883,2026-09-02T14:45:34.667324,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,6f389a454eba58ca9c2ab3f774addc87bec49bd179e81dfaeee8acbec8f255fe
Qwen2.5-3B,42,analysis,benchmark_20260902_144618.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,5.167,38.627,0.0,43.794,0.8,1.0,0.0,,True,True,True,52,1.35,,5,8673,2026-09-02T14:46:18.467216,cdc54dddb10a2434a21522273d746a5a37376a2d60ba4617822091ecdbcf4b8f,fdb33dcd4b52e6e9385ddbb31e430b9f154756e2b3a03bf8d6c8fc1e4dc4e8e4
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,G1,grammar,basic,0.3,0.9,1.1,512,5,full,6.21,38.97,0.191,45.371,0.755,0.679,0.708,1.0,True,False,,92,2.36,0.0,5,7867,2026-09-03T12:24:35.600749,700cf947ced18822f38deb7b64e81ea5fb8513da58a4aec8ee5fafc0d82fb9ce,6558e4b1033d3082c3e7bd837ba5609fc844803aff0bea5faa0a0e0d5e330be1
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,G2,grammar,intermediate,0.3,0.9,1.1,512,5,full,3.453,46.516,0.2,50.168,0.797,0.804,0.803,0.773,True,False,,166,3.57,0.333,5,8367,2026-09-03T12:25:25.770524,c4c085001c25f96051d4a8d35938bff52ffb97229e9dff3c8db0701fa6014825,be37d7433056c434ee331314f156210b3647211aa264c2581455f5786ef07620
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,G3,grammar,advanced,0.3,0.9,1.1,512,5,full,5.785,50.304,0.186,56.275,0.784,0.88,0.858,0.444,True,False,,159,3.16,0.167,5,7835,2026-09-03T12:26:22.046256,206bcaad3481b33f7c724d0ff19980fd85ae7881ec7f5c6f37116b3d59c6a954,81c63aab6b24df9c8841c3f4ffe6443d434bf039f9322ade1e917ce8acba2a5c
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,G4,grammar,intermediate,0.3,0.9,1.1,512,5,full,7.186,54.52,0.25,61.956,0.82,0.844,0.781,0.847,True,False,,196,3.6,0.167,5,7834,2026-09-03T12:27:24.002247,11f1efda502bfc5ab03c9ccb10c509c4a656c9d21e511f02ddfd5a3a50a42dc9,b903c3528231f859dda213bd115dba585b0d28541ee7d849aadbcaf35805860c
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,V1,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,3.63,35.771,0.0,39.401,0.8,1.0,0.0,,True,True,,25,0.7,0.0,5,7911,2026-09-03T12:28:03.403826,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,eb09c567043cfc3cd7490f038853cd3288efb73aa8ead89112dd1f0687269bca
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,8.551,55.954,0.206,64.711,0.816,0.834,0.799,0.813,True,False,,203,3.63,0.0,5,8004,2026-09-03T12:29:08.116339,72c4bfff440f6615760aebe322f97f1e865aedf89de53766e5080fc8908a6d5d,d9d44680375ed0ca023eb4d20cc9b7457401465389df7f14eadec25b29a556df
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,5.825,64.31,0.199,70.335,0.865,0.869,0.855,0.88,True,False,,347,5.4,0.167,5,8161,2026-09-03T12:30:18.449762,c28ce0ed44efe4b1b7a432733117c5408a31ba1de93f4d1ad68452064d9dd731,3c9df7a143647cc3e595b1fb9470bb828f0af2e51a5a43d67c348101997ab5a8
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,3.402,62.643,0.198,66.242,0.875,0.846,0.841,1.0,True,False,,335,5.35,0.167,5,8773,2026-09-03T12:31:24.690233,62ee76408156f4c760a0d0eca1c75ad5b81ad718d13278285f29e289dda88172,546cb10a15802df05466bf653a0d34d6bdafb06db477ee43f904fe6f143cd3d1
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,5.161,52.828,0.194,58.182,0.866,0.842,0.823,1.0,True,False,,247,4.68,0.333,5,8667,2026-09-03T12:32:22.874820,b82b9e4de38f412361839df4470c6b79b0e4a138359b464a02822269fbf1bf73,38dfd3d535b22a7eb54703abe2356605164462864a5e94478be37c4b579fac56
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,5.182,65.956,0.239,71.377,0.834,0.84,0.826,0.84,True,False,,321,4.87,0.333,5,8467,2026-09-03T12:33:34.254787,8fe3693b3a506af3ad5e2ea84d37e284402542868043d1f536bd6453a69bdfcd,ab81f676bd56dee21f5d6d9ff859846dda22bbb04b94b8919b9ad723fde8816c
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,4.866,41.024,0.228,46.118,0.822,0.766,0.788,1.0,True,False,,55,1.34,0.167,5,8218,2026-09-03T12:34:20.373483,1f4dca5ca6916ff83310d869f39165b81ec61b055d1fb2171d2bee8db5a5585a,450c1227d4c6aeb8c8cb9c29697ebf4712d28d986ae80337e5bb936a4254d91d
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,5.05,52.216,0.237,57.503,0.87,0.823,0.852,1.0,True,False,,257,4.92,0.333,5,6115,2026-09-03T12:35:17.877905,c2f014802883a3d837463369121088636a2f47e458ed024bdfcc3a87aacdfe19,3fcda86b426ed4214aeea6ca934d89c99818fee5fe13e8942a34f6628420347e
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,5.846,43.672,0.0,49.517,0.8,1.0,0.0,,True,True,True,56,1.28,,5,7741,2026-09-03T12:36:07.396593,657a54645f41df61b2db80507fbf4963ed161723acceeb7f6ac6f53a2b7ef0c4,fe16520d17cba52ea3e08b891814503f3453d8b97a459f2cf6ddef8c6e22a035
Qwen2.5-3B,7,analysis,benchmark_20260903_123651.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,5.446,38.283,0.0,43.729,0.8,1.0,0.0,,True,True,True,44,1.15,,5,8673,2026-09-03T12:36:51.125043,67b609255e354815ed44fe498654570f57ccce89111b33832b108671652ca88c,fdb33dcd4b52e6e9385ddbb31e430b9f154756e2b3a03bf8d6c8fc1e4dc4e8e4
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,G1,grammar,basic,0.3,0.9,1.1,512,5,full,7.005,45.325,0.216,52.546,0.766,0.708,0.708,1.0,True,False,,92,2.03,0.167,5,7867,2026-09-03T12:54:55.481328,2a3698300ad7690129d0760840621d50d45ccfac4653519bbe358ca2ec584944,6558e4b1033d3082c3e7bd837ba5609fc844803aff0bea5faa0a0e0d5e330be1
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,G2,grammar,intermediate,0.3,0.9,1.1,512,5,full,4.175,44.868,0.195,49.238,0.664,0.717,0.803,0.28,True,False,,63,1.4,0.0,5,8367,2026-09-03T12:55:44.718514,6e3afe6862b8dffbe15eb7d93c21c0aee6cc4c0acaf8c5e48df6d6d5f69e056f,be37d7433056c434ee331314f156210b3647211aa264c2581455f5786ef07620
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,G3,grammar,advanced,0.3,0.9,1.1,512,5,full,3.419,52.959,0.22,56.599,0.812,0.907,0.858,0.532,True,False,,184,3.47,0.333,5,7835,2026-09-03T12:56:41.319240,5e48b4c10ec1a06da5a45a665b5cb55bc83ccb797e1de5c9b8a528b71ee70262,3c1458ee639d58a4407c8e028943140d412d914d784e2e79a4aa096916d23b98
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,G4,grammar,intermediate,0.3,0.9,1.1,512,5,full,6.706,58.352,0.23,65.288,0.782,0.804,0.781,0.74,True,False,,197,3.38,0.167,5,7834,2026-09-03T12:57:46.607971,03dfe620e5510cf22fc67942b5c6db8578f623a085259c1b70d81d43168385b4,b903c3528231f859dda213bd115dba585b0d28541ee7d849aadbcaf35805860c
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,V1,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,4.286,39.788,0.0,44.074,0.8,1.0,0.0,,True,True,,25,0.63,0.0,5,7911,2026-09-03T12:58:30.682005,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,29b2704143693bf4e4c4a784dc72123b381d4b3f727eb3c9dc8c203304e6be06
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,6.741,58.049,0.215,65.005,0.813,0.871,0.799,0.727,True,False,,176,3.03,0.333,5,8004,2026-09-03T12:59:35.687770,f8c20abbda6a3a5888c3af73d6619aa4bfbd8b5dad10e03aee0e98a48ae6f43c,d9d44680375ed0ca023eb4d20cc9b7457401465389df7f14eadec25b29a556df
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,6.261,52.96,0.185,59.407,0.758,0.845,0.855,0.392,True,False,,154,2.91,0.167,5,8161,2026-09-03T13:00:35.095124,8100ad0609ac8be7bb9c0aa56ce7205aa08a4d9016c51d2257fe43eeda277aeb,81d4eab288d7e3c8778423890d162b19483320e3248d56ceeb22e2d9071e5e36
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,3.466,67.898,0.19,71.554,0.83,0.872,0.841,0.725,True,False,,416,6.13,0.333,5,8773,2026-09-03T13:01:46.650640,e18133302e4d20a96647b4c033ea250906b8bbade7b230a57033f496a6634836,546cb10a15802df05466bf653a0d34d6bdafb06db477ee43f904fe6f143cd3d1
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,5.042,51.967,0.198,57.207,0.863,0.843,0.823,0.98,True,False,,238,4.58,0.333,5,8667,2026-09-03T13:02:43.857609,a893b524d3e7c152c252b1c20898788f8097e68d0f638a9a48d072db7197654d,38dfd3d535b22a7eb54703abe2356605164462864a5e94478be37c4b579fac56
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,5.126,43.164,0.185,48.475,0.713,0.796,0.826,0.32,True,False,,121,2.8,0.333,5,8467,2026-09-03T13:03:32.333531,6f3f7a87dff2b3e8460702de9a5f8fe45c05bda3f699edcbe0b19a8186c8a963,07b86ae30df8250414ecac00a69e2180de188e1e71773d40bfd0172d388508ca
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,5.185,43.765,0.205,49.155,0.808,0.733,0.788,1.0,True,False,,108,2.47,0.0,5,8218,2026-09-03T13:04:21.488654,470e2e7163e2395f16b61d74d6c02de6b2ee918de220dceefd1c93217b2fd0ee,76b57b9165369109070e4f5b4099fd99637a89fd31850415a3dbd435a832c2cc
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,R2,reading,intermediate,0.3,0.9,1.1,512,5,full,4.511,30.699,0.205,35.415,0.692,0.718,0.852,0.32,True,False,,81,2.64,0.0,5,6115,2026-09-03T13:04:56.904877,08d04c94922e9a5e6e16093f03df4146db9ecd55817ac5883c23363f392591c3,a855b0c800c5a29777cffd7c8fe3b6d895adfe01fa796ba9d9d9810819e58b08
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,F1,general_english,intermediate,0.3,0.9,1.1,512,5,full,4.762,34.217,0.0,38.979,0.8,1.0,0.0,,True,True,True,25,0.73,,5,7811,2026-09-03T13:05:35.884279,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,356c6a76a7290607f64b4f7527c575420dc4bc0ac80c0cb4868bf9f03d2cd3de
Qwen2.5-3B,123,analysis,benchmark_20260903_130631.json,cfg_eval_full,F2,grammar,basic,0.3,0.9,1.1,512,5,full,4.918,50.965,0.0,55.883,0.8,1.0,0.0,,True,True,True,235,4.61,,5,8673,2026-09-03T13:06:31.768047,6831ff3f5722aed1c9a583c273b754f8500dbbeecdc136ca8c512e67f0ce5d05,fdb33dcd4b52e6e9385ddbb31e430b9f154756e2b3a03bf8d6c8fc1e4dc4e8e4
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,G1,grammar,basic,0.3,0.9,1.1,512,5,full,6.185,50.724,0.212,57.121,0.769,0.716,0.708,1.0,True,False,,212,4.18,0.167,5,7867,2026-09-03T13:39:04.842743,dfe226dd6619f1564571debcd7d8ddc73df54f7828c149abf53b662be261e02e,6558e4b1033d3082c3e7bd837ba5609fc844803aff0bea5faa0a0e0d5e330be1
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,G2,grammar,intermediate,0.3,0.9,1.1,512,5,full,3.553,59.276,0.17,62.998,0.836,0.787,0.803,1.0,True,False,,234,3.95,0.167,5,8367,2026-09-03T13:40:07.841455,9be5f385040df2d9ed9031f7d84cc8e10d4bc79023d91f9bab863665a79c861f,be37d7433056c434ee331314f156210b3647211aa264c2581455f5786ef07620
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,G3,grammar,advanced,0.3,0.9,1.1,512,5,full,3.357,47.716,0.239,51.313,0.761,0.813,0.858,0.46,True,False,,155,3.25,0.5,5,7835,2026-09-03T13:40:59.154087,35d57e379d81d07c78bbef744bcaf8978ae146c1f1974678a174e8182b188e3f,3c1458ee639d58a4407c8e028943140d412d914d784e2e79a4aa096916d23b98
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,G4,grammar,intermediate,0.3,0.9,1.1,512,5,full,6.503,58.589,0.191,65.283,0.854,0.853,0.781,1.0,True,False,,291,4.97,0.167,5,7834,2026-09-03T13:42:04.436587,d08a86226c6cd42a8545699ab453592502cae641422097513e72a1db8b80259e,b903c3528231f859dda213bd115dba585b0d28541ee7d849aadbcaf35805860c
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,V1,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,3.427,34.498,0.0,37.926,0.8,1.0,0.0,,True,True,,25,0.72,0.0,5,7911,2026-09-03T13:42:42.362046,0db8b3be3ee0c9f9a4d42894a91c12f37e0579a2ccfa8df6b27191c40ded5843,eb09c567043cfc3cd7490f038853cd3288efb73aa8ead89112dd1f0687269bca
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,V2,vocabulary,intermediate,0.3,0.9,1.1,512,5,full,5.67,50.951,0.205,56.826,0.78,0.836,0.799,0.627,True,False,,156,3.06,0.0,5,8004,2026-09-03T13:43:39.189562,fc076a135ca91a0f338c67c6ce407e81a6b0120c4e9278efd39cb45f09c35a3f,1084c04e87c606f08771b31d35795751142fc36a23d0f9cb0090ecb888ea20ee
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,V3,vocabulary,advanced,0.3,0.9,1.1,512,5,full,5.704,42.745,0.195,48.645,0.764,0.86,0.855,0.392,True,False,,139,3.25,0.167,5,8161,2026-09-03T13:44:27.836629,1cede511c60efea7cb14efd391776f96149b08ca8cfcb118b6bd928c74870e49,81d4eab288d7e3c8778423890d162b19483320e3248d56ceeb22e2d9071e5e36
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,W1,writing,basic,0.3,0.9,1.1,512,5,full,3.264,62.203,0.209,65.676,0.859,0.866,0.841,0.88,True,False,,336,5.4,0.167,5,8773,2026-09-03T13:45:33.513687,712b96266d25f8bed3506aa53e9d6a52257f05a5f1c18a420ee0cb6f68516382,546cb10a15802df05466bf653a0d34d6bdafb06db477ee43f904fe6f143cd3d1
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,W2,writing,intermediate,0.3,0.9,1.1,512,5,full,6.207,48.671,0.208,55.086,0.8,0.848,0.823,0.66,True,False,,178,3.66,0.167,5,8667,2026-09-03T13:46:28.600947,7ee27b7c2567ae9b4766c42bba3cf42e261424bf153d05c4e9ee5339ff168b12,38dfd3d535b22a7eb54703abe2356605164462864a5e94478be37c4b579fac56
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,W3,writing,advanced,0.3,0.9,1.1,512,5,full,5.131,77.486,0.199,82.815,0.862,0.828,0.826,1.0,True,False,,512,6.61,0.333,5,8467,2026-09-03T13:47:51.416290,c4b66f9b7b8ea6a118c4a07e1f3d75f6d4363b0692d9b03ee019a8ec6da1bb9e,1c6ed8d14fc48053135deb1026e493ef9d71a3ea763ac4bc239f0f4bfae489c4
Qwen2.5-3B,2026,analysis,benchmark_20260903_135021.json,cfg_eval_full,R1,reading,basic,0.3,0.9,1.1,512,5,full,3.427,36.329,0.191,39.948,0.805,0.726,0.788,1.0,True,False,,24,0.66,0.0,5,8217,2026-09-03T13:48:31.364927,162550a0bf2f5a68fb7cd56ec112d26e7263d6daf7210777fa07dc2f2fc90e97,c3df18581a2d6b7a8b9ec7bb80ded0c1028d55257e2ca5807b56ac7cef2598cf
